wl,FSS99,FSS80,FSS60,FSS40,FSS20,FSS10,FSS5,FSS2
447,93.36499998,79.74322341,63.79968832,51.41127039,10.23357279,5.666411683,1.492522398,2.828842961
448,93.38622702,79.76667424,63.83082426,51.46013741,10.24638387,5.667934437,1.494850424,2.833371886
449,93.36121946,79.74572282,63.83610575,51.41978447,10.26453893,5.669869895,1.503445272,2.838394424
450,93.32934375,79.66746354,63.80705556,51.354388,10.25734727,5.654051943,1.498551036,2.830190113
451,93.22112852,79.55685868,63.75338459,51.3165544,10.26249007,5.65241237,1.497007015,2.828458084
452,93.21430983,79.53245965,63.69855785,51.26624381,10.25703454,5.650231728,1.497108105,2.826536233
453,93.24364977,79.52003841,63.71822779,51.28361324,10.24134176,5.646220127,1.488694278,2.82193559
454,93.24710785,79.53360363,63.64101951,51.2456236,10.23698531,5.654656634,1.48648113,2.825301743
455,93.31481217,79.5598772,63.63196358,51.19777685,10.23933515,5.651005141,1.480908622,2.829833648
456,93.28134756,79.54190296,63.63338751,51.2014929,10.23514145,5.650618184,1.470662903,2.8271624
457,93.25885581,79.57168635,63.63048143,51.20605176,10.21980421,5.64410068,1.464219236,2.820823399
458,93.33760527,79.67352717,63.73842353,51.32131706,10.23260012,5.649925271,1.468037807,2.826955571
459,93.38947837,79.78444725,63.80241669,51.42938402,10.24544832,5.664267523,1.477270417,2.84043753
460,93.47578127,79.86548199,63.88517064,51.5269938,10.27835137,5.686004521,1.49980375,2.868652558
461,93.53131146,79.90900225,63.88594921,51.54360064,10.28814071,5.691186266,1.502776825,2.86921155
462,93.51736161,79.86250024,63.80146331,51.44394281,10.28230591,5.69046248,1.518443663,2.867414671
463,93.41237196,79.73614199,63.69897151,51.34241371,10.27295001,5.684817074,1.527938834,2.856283882
464,93.34264353,79.65100233,63.5569207,51.21390684,10.23848929,5.668446522,1.51633304,2.836729892
465,93.25102426,79.56123608,63.48794965,51.15020155,10.2472533,5.682672073,1.528401641,2.849672348
466,93.27509178,79.55553089,63.50274953,51.1742886,10.24624935,5.681133468,1.513877134,2.855105258
467,93.34611854,79.54946626,63.49803988,51.16516575,10.26217353,5.691812598,1.516705888,2.867763297
468,93.34430526,79.5406358,63.46805789,51.14461554,10.26573186,5.691440762,1.517809754,2.880199969
469,93.38141081,79.51076421,63.50098506,51.14103595,10.25562533,5.681180255,1.500002474,2.887817711
470,93.36151781,79.42748435,63.476539,51.08496106,10.25158229,5.677330044,1.492234257,2.882725142
471,93.38959239,79.44631176,63.4679344,51.09815565,10.23474641,5.649335933,1.473990106,2.865441862
472,93.47873131,79.50655571,63.44861447,51.10104974,10.2639103,5.662981896,1.481342112,2.868744599
473,93.412751,79.49120084,63.46954313,51.16732353,10.27486823,5.677079766,1.496009467,2.882793157
474,93.44272682,79.5425927,63.45136709,51.20611164,10.28666662,5.68324792,1.504962335,2.890507244
475,93.46138464,79.56476625,63.46227042,51.1847373,10.29462528,5.685653979,1.505642473,2.894761112
476,93.37356854,79.51267622,63.54044825,51.19946809,10.29223674,5.672839781,1.506757949,2.878234025
477,93.40146542,79.56807394,63.54342941,51.17714112,10.29685113,5.660070582,1.503985423,2.857479738
478,93.3427888,79.53963521,63.60862368,51.21653452,10.29106131,5.666399646,1.504431611,2.857740939
