"wl","black","white","cool.grey","burnt.umber","burnt.sienna","raw.sienna","X99","X80","X60","X40","X20","X10","X5","X2","yellow.ochre","olive.green","sap.green","viridian","phthalo.blue","prusian.blue","ultramarine","purple","crimson.lake","cad.red","cad.red.orange","cad.orange","yellow","lemon.yellow"
541,0.251403694013262,0.482197040813593,0.311531640495965,0.256116652111758,0.269076781728612,0.413370616949476,0.5,0.433472799654737,0.404175443020764,0.34287270296346,0.279997005130007,0.267219198212018,0.25538937143858,0.25,0.344941808323859,0.284430359966065,0.401083246838603,0.297729182594514,0.323628958698446,0.434491408732395,0.271624750595816,0.289953699601761,0.387766451254548,0.260803220521309,0.281703173447705,0.409469722583652,0.476777611150402,0.483533337622218
542,0.251407933786505,0.48209683376758,0.311392373800417,0.25616773193609,0.269450223934842,0.414420414467355,0.5,0.433596780590093,0.404213998936739,0.342888845908557,0.279999830245656,0.267226776384939,0.255394191526726,0.25,0.347006689240807,0.28438953436338,0.401827127129241,0.297124625069642,0.322584481476224,0.433468929762875,0.271150017035925,0.289683792288231,0.387714867680973,0.260805419563589,0.282886839898595,0.411836045237187,0.477861606762536,0.48378996066448
543,0.251421164784248,0.482395152948671,0.311302359092734,0.256222828779567,0.269834490285466,0.415286563589653,0.5,0.433519723278723,0.404140056079282,0.342878124577341,0.280063743643476,0.267254653051838,0.255406067431746,0.25,0.348813141814735,0.284348596747358,0.4022357283463,0.296543482114717,0.321602724800458,0.432225296715783,0.270781434244596,0.289426166663179,0.387532989777817,0.260819073136858,0.284331044968449,0.414192992678271,0.478650127711492,0.483896417113167
544,0.251412180794778,0.482652964844512,0.311146398511519,0.256301830929546,0.270212158876172,0.415908864465984,0.5,0.433209385966126,0.40369884407636,0.342670567692009,0.280056273366646,0.267232466339125,0.255394544584226,0.25,0.350522875771905,0.284174743211372,0.40206425722746,0.295658317996059,0.320229588079816,0.430055411142423,0.270404514736967,0.288950947179661,0.386896602903037,0.260744751838548,0.285985469401267,0.416425437604669,0.479034441053691,0.483628039141535
545,0.251378088599875,0.483190824021044,0.310997211502483,0.256383175908949,0.270675098274619,0.416940008643013,0.5,0.432969400551742,0.403426821301246,0.34239796621841,0.280058808103063,0.267183771547684,0.255374697849794,0.25,0.352534759282139,0.283986268629856,0.402108016997728,0.294795534115792,0.318760861418639,0.427969658824026,0.269958725665092,0.288312946964797,0.386229690677514,0.260655637566742,0.288096046592952,0.419129377795744,0.479510450127743,0.483511069157103
546,0.251365990104715,0.483879084701768,0.310950119172722,0.256527025918285,0.271198849961748,0.418095187894375,0.5,0.432659009415998,0.403217678435732,0.342171002774177,0.280033281722722,0.267161758822322,0.255372776608818,0.25,0.354748450045048,0.283817406702811,0.402252446960625,0.29397901982612,0.317427801091654,0.426036037762064,0.269544853500813,0.287681058817334,0.385931847454685,0.260608514578225,0.290560041846016,0.422137532500503,0.480169980884934,0.483693783761445
547,0.251374316518051,0.484445226834086,0.310950684955279,0.256651849866263,0.271771309915346,0.419272539198679,0.5,0.432420611934573,0.403103440145328,0.342037232656808,0.28011260363825,0.267253337429265,0.255405734921328,0.25,0.356907759006277,0.283629344329777,0.402301941761615,0.293206205693802,0.316229916063786,0.424269400185489,0.269130543344024,0.287076969462016,0.385485848503956,0.26061013656507,0.293130087325921,0.424764467913589,0.4805074483997,0.483669492750081
548,0.251351972619498,0.484831277246004,0.31094166334247,0.256755094447025,0.272301495679085,0.420341901172324,0.5,0.432341931189764,0.40311874271183,0.342013623798936,0.280164542871722,0.267339274620534,0.255429294554802,0.25,0.358923717172012,0.283479197394638,0.402379829502445,0.292513629541409,0.315022599758215,0.422604344372139,0.268752838400863,0.286512703233415,0.385209942665565,0.260652158569962,0.295828857153865,0.427368989325747,0.480810510002849,0.48365412599572
549,0.251421484347875,0.485171366814794,0.310966439964894,0.256912801680643,0.272900508823331,0.421171533800215,0.5,0.432136309523483,0.402866052885316,0.341968977814904,0.280190305015758,0.267426768588735,0.255488794846409,0.25,0.360695090429496,0.283355827986177,0.402171622451528,0.291709948165419,0.313698916041433,0.420521274919507,0.268444769051222,0.285942471913516,0.384899401656062,0.260681166669034,0.298996075900386,0.429891834109952,0.480964418024281,0.483672981127477
550,0.251382342822275,0.485405889621121,0.310930472248814,0.256999180401695,0.273497623598621,0.421874900206049,0.5,0.431952149654365,0.4026324801289,0.341937681119697,0.280282410740917,0.267454153756151,0.255509173400122,0.25,0.362619470719846,0.283190544906722,0.40174681767651,0.2907890673269,0.312287373600861,0.418166314365445,0.268049777961997,0.285289461115697,0.384612767894941,0.260645309636777,0.302554501970946,0.432453558968987,0.481088950790962,0.483469716502921
551,0.251443812489158,0.485381450676969,0.310902795444556,0.257149388604272,0.274235242661069,0.422638862068534,0.5,0.431699783635003,0.402389413634637,0.34186510163324,0.280227756009927,0.267314291136821,0.255465003568368,0.25,0.364655867403233,0.283023646092438,0.401569954216842,0.289925194099043,0.310941714266243,0.415938251084848,0.267767747756225,0.284609855761502,0.384311643494008,0.260625396172258,0.306415339790046,0.434944607873838,0.48110239990206,0.483200626555389
552,0.251505201605556,0.485616628595097,0.310771328820016,0.257220558925016,0.27490050650487,0.423594061322478,0.5,0.431380726021577,0.402189477414279,0.341763914477209,0.280210164264164,0.267268942539793,0.255431852877052,0.25,0.366920462504146,0.282800184255238,0.401390710483379,0.288993316765536,0.309646197233952,0.413954101165888,0.267357044293362,0.284049304975,0.384333949883807,0.260601246365056,0.310521992397482,0.437756630294683,0.481484890951903,0.483528154166344
553,0.251505746968217,0.485680786673227,0.310650843504804,0.257298774787677,0.275668844375905,0.424451980032795,0.5,0.431197198230102,0.402111559121249,0.341725450063377,0.280195220123198,0.267272733287983,0.255408384125443,0.25,0.369044340693304,0.282641465242794,0.401323665465491,0.288160696142777,0.308592628652537,0.41223796556595,0.266956713794582,0.283547774075153,0.384295378492856,0.260639721865105,0.314613360824907,0.44027634345205,0.481928276843335,0.483607824031224
554,0.251518710736751,0.485978391027197,0.310566734289677,0.257406488225061,0.276483926015011,0.425563511234132,0.5,0.43119190553466,0.402080934585396,0.341701157343304,0.280135657243593,0.26733670085187,0.25539860186378,0.25,0.371062677278601,0.282475769628715,0.401301862738509,0.287289338226604,0.30752256675729,0.410576423590369,0.26657977627389,0.283109455579637,0.384459025920415,0.26066626119939,0.318961675629072,0.442967391550462,0.482530668074888,0.484005440615494
555,0.251420527098808,0.486151041521195,0.310458378166811,0.257520216136862,0.277308745073415,0.426503478908461,0.5,0.431262920276363,0.402098077697009,0.341680457251668,0.280152097244184,0.267381485925631,0.255397776468841,0.25,0.373019426729932,0.282362913468362,0.400958475511967,0.286437307674619,0.306404794244611,0.408781117748238,0.266180414723097,0.282535951836214,0.384579527376507,0.260620610612685,0.323628456611042,0.445374850914405,0.482912860142628,0.484173449415701
556,0.251328073703275,0.485988941907157,0.310295198180415,0.257607534878458,0.278119275047435,0.427268601638568,0.5,0.431286942363044,0.402120786993388,0.341711873462861,0.280135460454033,0.267368137057842,0.255438533591948,0.25,0.374669371603973,0.282225325186338,0.400629725108336,0.285525775306465,0.305274811860825,0.406712711925562,0.265850910505236,0.282002679456647,0.384556170038607,0.260696114500665,0.328615263581433,0.447392239219121,0.482892833751289,0.483743251163931
557,0.251366003303253,0.48616805954298,0.310330192480059,0.257857815082486,0.27915329563792,0.42825914974222,0.5,0.4314187173607,0.402074844168928,0.341768420099624,0.280130162769737,0.26739160943462,0.25549006284724,0.25,0.376562724487448,0.282309946203093,0.400245184595083,0.284760817829674,0.304235360496584,0.404927510806175,0.265667805451193,0.281627680930873,0.384986913381915,0.260865944690231,0.334022698202277,0.449580035536757,0.482943722208436,0.483675803056343
558,0.251474395233915,0.486295949580366,0.310379254205182,0.258148740356382,0.280193528644164,0.429289700215367,0.5,0.431357139513201,0.402041061926187,0.341790745579662,0.280161424505839,0.267357112896687,0.255466150916604,0.25,0.378340020484144,0.282361464260528,0.399963851013434,0.284097457357858,0.303254268238064,0.403064341524074,0.265515088824931,0.281268225762871,0.385271420755901,0.261028611626191,0.339460235656402,0.451614461299344,0.483001299111649,0.483599410077032
559,0.251524436801882,0.486415480478006,0.310346167526116,0.25842695716578,0.281317951722577,0.430023860913728,0.5,0.431269832682775,0.401904441204728,0.341740865409285,0.280087571718771,0.267362428948543,0.255436646007581,0.25,0.379909772390063,0.282477668601019,0.399674301970666,0.283296121387085,0.302235080625031,0.401123260726373,0.265327069605891,0.280996459729465,0.385695298387126,0.261241236307828,0.345125502723987,0.453796165824724,0.48329518505444,0.483811368484678
560,0.251629040628116,0.486846844660798,0.310429535235733,0.258737868662268,0.282575393989399,0.431092225427914,0.5,0.431327589849055,0.401861945944553,0.341783946493631,0.28007751729195,0.267385636597022,0.255410391902813,0.25,0.381822403786202,0.282651747108477,0.39934932806505,0.282555223579647,0.301276680500867,0.399591711442474,0.265147168527031,0.280759785528908,0.386536424960677,0.261421299145494,0.351072284356144,0.456389108944252,0.484049676502672,0.484582043434399
561,0.251567785503184,0.487108288475946,0.310341058820641,0.258856144493195,0.283667424232258,0.43186063753995,0.5,0.431242052136016,0.40187865300063,0.341688805993145,0.280117056502009,0.267373289244825,0.255338139767445,0.25,0.38339406479425,0.282673140175264,0.398909111984487,0.281672180042878,0.300293020396525,0.397680663782348,0.264865556871726,0.280396862373273,0.387040398823888,0.261478051965301,0.356764297733607,0.458569728314941,0.484486766039031,0.485003997210387
562,0.25150645683228,0.486944554122682,0.310211218513448,0.259182003052694,0.284896519991425,0.432273342305905,0.5,0.431262239456906,0.401790165314317,0.341572876060037,0.280071583463636,0.26736626986342,0.255392325351678,0.25,0.384738750188326,0.282804101109763,0.397963599448442,0.280872932704475,0.299391463720438,0.395754255222243,0.264688763715987,0.280059673561028,0.387525198436279,0.261690374762246,0.362525963294291,0.460059324117405,0.484427974856188,0.485019783198555
563,0.251513526386117,0.48700592718812,0.310038862026635,0.259398882264489,0.286116706288506,0.433067309220468,0.5,0.431239355224164,0.401793518381402,0.341623394761697,0.280144949768834,0.267375728428913,0.255402404384856,0.25,0.38629632814457,0.282904830142322,0.397241040449931,0.280072126223132,0.298489793996039,0.394227119653063,0.264489997029315,0.279848065447319,0.388328670167935,0.261976136755316,0.368459619862846,0.462026053091216,0.484831672411431,0.485332241072701
564,0.251522828243774,0.487125344825409,0.309939917480857,0.25968457499667,0.287507680209539,0.433792245531096,0.5,0.431285788006219,0.401816077636249,0.341497199895732,0.280125683643705,0.26725525213291,0.255325096507083,0.25,0.387833203290552,0.283026499996698,0.396549816970297,0.279328196007576,0.297647400174991,0.392633864421663,0.264340483665041,0.279498981622586,0.388913638944205,0.262210998248198,0.374223629893604,0.463353520668705,0.484726922772094,0.485171786117552
565,0.251483083893488,0.48684738224157,0.309673666325019,0.260000116589325,0.288860483824908,0.434410456656144,0.5,0.431113323581517,0.40164213788312,0.341419066470581,0.280052453348849,0.267250373101667,0.255372270076263,0.25,0.389324299368432,0.283131796787904,0.395723969442302,0.278469246699932,0.296786558249423,0.39111013997299,0.264118628452006,0.279114773683773,0.389497003217135,0.26245272016653,0.379878659101589,0.464432163904053,0.484558275670417,0.484844313476335
566,0.251587978301167,0.486895877860395,0.309603903783264,0.260249200797399,0.290208146094713,0.435325506796344,0.5,0.431201461331413,0.40165370152147,0.341509389090229,0.280088146970421,0.267262399708005,0.255335009810479,0.25,0.390772259495222,0.283305756294856,0.395180337684702,0.27774144340925,0.295994641443474,0.389821477663322,0.263932226219406,0.278904643289467,0.390426300996765,0.262749277028653,0.385329571346817,0.465978775979664,0.484952893377783,0.485110157742797
567,0.251595483123955,0.48670418465827,0.309488095272892,0.260506908662305,0.291541083553133,0.436200549428108,0.5,0.431149348391947,0.401554067472661,0.341495187967952,0.280107664440313,0.267279364533434,0.255346067819442,0.25,0.392114080927978,0.283429582769816,0.394411881504057,0.276998554148364,0.295314801750774,0.388560747711644,0.263764866143894,0.278618947757544,0.391280634571731,0.262940702966852,0.390657547336514,0.467218640931196,0.485098198825385,0.485050723808404
568,0.251556503416736,0.48665940245617,0.309336396110615,0.26077164113002,0.292883060525757,0.43680354001518,0.5,0.431145464626393,0.401414084399464,0.341389158501238,0.28007445236651,0.267323929999059,0.25537182712766,0.25,0.392998238477265,0.283546126540389,0.393357389023206,0.276220337165396,0.294588181517382,0.387146893752254,0.263539133544222,0.278481602677109,0.392327393455982,0.263252684491772,0.395872759166866,0.468439085817672,0.485334875865762,0.485012137549361
569,0.251491678250586,0.486640165549492,0.309169448549251,0.260982836720878,0.294326393816314,0.437768742310216,0.5,0.431208575398858,0.401427125227478,0.341412503071608,0.280056529511681,0.267267534875924,0.255330144821473,0.25,0.393953072496973,0.28370420349938,0.392398336426607,0.275466901289057,0.293850222620512,0.385832575306688,0.263313375041033,0.278286598989138,0.393407467145259,0.263641517235883,0.401339931337312,0.46975263161318,0.485319814585581,0.485118443864351
570,0.251431657143148,0.486688674443097,0.3089393680827,0.261232874367292,0.295936355559266,0.438819948485934,0.5,0.431097575668564,0.401461947276575,0.341346937887843,0.280084076350219,0.267271376315329,0.255374563327765,0.25,0.395028527422131,0.283939547278269,0.391401748776288,0.274704818331556,0.293178930751803,0.38465806843449,0.263112198471925,0.278246657470862,0.394852889744011,0.264135306757255,0.407122307246938,0.471202654171086,0.485494444688875,0.485299473804932
571,0.25144635147414,0.486668500310229,0.308824066024164,0.261497901194475,0.297592057652874,0.439651987409573,0.5,0.431127120222951,0.401432857440624,0.341294835007388,0.280082940986092,0.267231661311142,0.255358008357191,0.25,0.395998576914575,0.284151806877754,0.390337730178971,0.274008091501305,0.292552805820684,0.38339078103047,0.262913779728338,0.278227251840607,0.39646137952289,0.264580747693078,0.412518303775634,0.472366648461179,0.485811137091643,0.485778007540435
572,0.251514302197457,0.486719131345483,0.308703041613555,0.261748317454748,0.299171077463202,0.440507632433559,0.5,0.43093144962301,0.401392933886898,0.341320967277083,0.280085091785371,0.26722696962371,0.255354434459255,0.25,0.397007300819784,0.284423009545124,0.389335166800546,0.27332718609759,0.291990547337124,0.382251847416964,0.262824484436037,0.278296434409493,0.398158211432864,0.265186817145106,0.417738616293712,0.473644045098824,0.486201480469196,0.486056661487321
573,0.251565264934829,0.486902195474499,0.308659729761425,0.261943254298599,0.300817911344332,0.441610497439552,0.5,0.430893351247039,0.401311422089836,0.341183338088333,0.280086710576682,0.267255954918653,0.255376887355654,0.25,0.398254131163043,0.28471385544685,0.38852030637866,0.272662845608224,0.291561799651551,0.381379816789873,0.262730945092386,0.278284064885132,0.399905387119042,0.265738175354651,0.422511652516237,0.474675368267053,0.486641143174301,0.486161560564175
574,0.251660682331394,0.48700225279612,0.308698079563703,0.262202711196999,0.302457152881096,0.442583433569679,0.5,0.430819165758395,0.401198398750664,0.341211045738232,0.279983830743504,0.267258599389963,0.25534623694975,0.25,0.399024233970267,0.28495918702626,0.387364267644599,0.271949752570674,0.291082437760142,0.380255810393323,0.262630727157318,0.278319397440705,0.401324182727658,0.266381348000925,0.426957749975796,0.475317232494128,0.48647281904737,0.485962784593162
575,0.251663309135251,0.487290195000409,0.308653510707294,0.262365851088927,0.303987729175843,0.443361140364875,0.5,0.430674648090134,0.401093526635328,0.34114875551748,0.279946334725518,0.267313760376536,0.255370349639541,0.25,0.3994695704928,0.285171585061443,0.385996028423297,0.271179913658878,0.290588436176278,0.379099665386058,0.262533004519315,0.27839640736712,0.403066641415609,0.267168843114666,0.431494966035292,0.476026308239352,0.486355599141039,0.485852707320094
576,0.251587668528633,0.487395612854777,0.308598442196008,0.262558711508158,0.305586403550524,0.444139097003247,0.5,0.430434192702033,0.400885870669773,0.341137845240514,0.279961385884531,0.267281889883566,0.255386810836828,0.25,0.399769363176861,0.285385210629662,0.38450465993439,0.270439422569631,0.290179698133841,0.378018011927329,0.262353560929789,0.278404865842326,0.404959674224551,0.267924258607931,0.436053291570727,0.476799449458107,0.48621457814847,0.485968985455628
577,0.251615522773258,0.487892917460298,0.308691867721998,0.262836327639109,0.307196141778238,0.444650912425183,0.5,0.430240715704713,0.400878902294626,0.341167227119754,0.28000221238888,0.267327034489376,0.255433960162299,0.25,0.399761843503086,0.285679177521615,0.382869165649592,0.269870710246765,0.289782078659715,0.376860438918385,0.262354332450175,0.278636984884811,0.407239911687834,0.268875971235925,0.440825362347281,0.477818738311195,0.48652015702592,0.486412899298164
578,0.251529626111456,0.488387424287068,0.308766056175296,0.263034292613457,0.308739210576173,0.445109534431528,0.5,0.430082920033217,0.400797217528761,0.341164809885387,0.280066089784464,0.267334698085886,0.255478815397175,0.25,0.399645835341233,0.285835528740154,0.381195645639328,0.269208016083767,0.289321258543374,0.375668928158021,0.262310963268126,0.278767750591824,0.409687025398967,0.26986802852242,0.445462494598394,0.478846979157119,0.486783488174971,0.486651883103034
