wl,FSS99,FSS80,FSS60,FSS40,FSS20,FSS10,FSS5,FSS2
560,0.93532127,0.79582504,0.633422,0.51141283,0.10439386,0.057691963,0.016353457,0.031326
561,0.93524734,0.79549725,0.63377914,0.51194858,0.1044982,0.05783916,0.016387116,0.031248013
562,0.93595824,0.79576987,0.63406764,0.51220790,0.10450948,0.057630496,0.016321724,0.031180527
563,0.9358440,0.79562788,0.63387504,0.51215449,0.1043278,0.057438816,0.016191556,0.031134280
564,0.93623991,0.79562598,0.63442529,0.51246905,0.10437514,0.057280136,0.016139789,0.031326259
565,0.93640751,0.79605498,0.63435100,0.51209243,0.10429697,0.057072408,0.016147967,0.031486071
566,0.9360962,0.79587364,0.634074,0.51209164,0.10443107,0.057320950,0.016311435,0.03161124
567,0.93609358,0.79606809,0.63394854,0.5121695,0.10448331,0.057270294,0.01621758,0.031593148
568,0.93580077,0.79557459,0.63360915,0.51233748,0.10443928,0.057337643,0.016175140,0.031556916
569,0.93651041,0.79596978,0.63359909,0.51282576,0.10442714,0.057338264,0.016095512,0.031572113
570,0.93644337,0.79627101,0.63369115,0.51307268,0.10430710,0.057301307,0.016108523,0.031703127
571,0.93654824,0.79652384,0.63429721,0.51303818,0.10442483,0.057440695,0.016268354,0.031898951
572,0.9363090,0.79665134,0.63465197,0.51314065,0.10461979,0.057479402,0.016457543,0.032003414
573,0.9361896,0.79703686,0.63462970,0.51328611,0.10473710,0.057533702,0.016550626,0.032032037
