wl,U,B,G,R
656,2.24930337263068E-05,9.87174968933553E-05,0.000213803594814367,0.00302635482866649
657,2.24930337263068E-05,0.000101288134075265,0.000208918473705543,0.00292161981350579
658,2.24930337263068E-05,0.000103858771257176,0.000204033352596719,0.00281688479834509
659,2.24930337263068E-05,0.000106429408439086,0.000199148231487896,0.00271214978318439
660,2.24930337263068E-05,0.000109000045620996,0.000194263110379072,0.00260741476802368
661,2.24930337263068E-05,0.00010881190300028,0.000192650533098473,0.00252546082593404
662,2.24930337263068E-05,0.000108623760379563,0.000191037955817874,0.00244350688384439
663,2.24930337263068E-05,0.000108435617758847,0.000189425378537276,0.00236155294175474
664,2.24930337263068E-05,0.000108247475138131,0.000187812801256677,0.00227959899966509
665,2.24930337263068E-05,0.000108059332517415,0.000186200223976078,0.00219764505757544
666,2.24930337263068E-05,0.000104232978970654,0.000183889423298847,0.00211507751419804
667,2.24930337263068E-05,0.000100406625423893,0.000181578622621615,0.00203250997082063
668,2.24930337263068E-05,9.65802718771324E-05,0.000179267821944384,0.00194994242744323
669,2.24930337263068E-05,9.27539183303717E-05,0.000176957021267153,0.00186737488406582
670,2.24930337263068E-05,8.89275647836109E-05,0.000174646220589921,0.00178480734068842
671,2.24930337263068E-05,8.95005076882099E-05,0.000168497780172259,0.00167120173901838
672,2.24930337263068E-05,9.00734505928088E-05,0.000162349339754596,0.00155759613734835
673,2.24930337263068E-05,9.06463934974078E-05,0.000156200899336934,0.00144399053567831
674,2.24930337263068E-05,9.12193364020067E-05,0.000150052458919271,0.00133038493400828
675,2.24930337263068E-05,9.17922793066057E-05,0.000143904018501609,0.00121677933233824
676,2.24930337263068E-05,9.23652222112046E-05,0.000137755578083946,0.00110317373066821
677,2.24930337263068E-05,8.63153792825837E-05,0.000128187357352376,0.000968306693492316
678,2.24930337263068E-05,8.02655363539628E-05,0.000118619136620806,0.000833439656316426
679,2.24930337263068E-05,7.42156934253419E-05,0.000109050915889236,0.000698572619140535
680,2.24930337263068E-05,6.8165850496721E-05,9.94826951576659E-05,0.000563705581964644
681,2.24930337263068E-05,6.21160075681E-05,8.99144744260957E-05,0.000428838544788754
682,2.24930337263068E-05,5.97395767446366E-05,8.54755191998428E-05,0.000382101483681898
683,2.24930337263068E-05,5.73631459211732E-05,8.10365639735899E-05,0.000335364422575042
684,2.24930337263068E-05,5.49867150977097E-05,7.65976087473371E-05,0.000288627361468186
685,2.24930337263068E-05,5.26102842742463E-05,7.21586535210842E-05,0.00024189030036133
686,2.24930337263068E-05,5.02338534507828E-05,6.77196982948313E-05,0.000195153239254474
687,2.24930337263068E-05,5.01119663939044E-05,6.72461846137087E-05,0.00018457686421723
688,2.24930337263068E-05,4.99900793370259E-05,6.6772670932586E-05,0.000174000489179986
689,2.24930337263068E-05,4.98681922801475E-05,6.62991572514634E-05,0.000163424114142741
690,2.24930337263068E-05,4.97463052232691E-05,6.58256435703408E-05,0.000152847739105497
691,2.24930337263068E-05,4.96244181663906E-05,6.53521298892182E-05,0.000142271364068253
692,2.24930337263068E-05,5.05543350498309E-05,6.57803284096256E-05,0.000133808614592863
693,2.24930337263068E-05,5.14842519332712E-05,6.62085269300329E-05,0.000125345865117473
694,2.24930337263068E-05,5.24141688167115E-05,6.66367254504403E-05,0.000116883115642083
695,2.24930337263068E-05,5.33440857001518E-05,6.70649239708476E-05,0.000108420366166693
696,2.24930337263068E-05,5.09707063945987E-05,6.65899035423109E-05,0.000102975592855814
697,2.24930337263068E-05,4.85973270890455E-05,6.61148831137743E-05,9.75308195449341E-05
698,2.24930337263068E-05,4.62239477834924E-05,6.56398626852376E-05,9.20860462340545E-05
699,2.24930337263068E-05,4.38505684779392E-05,6.51648422567009E-05,8.66412729231748E-05
700,2.24930337263068E-05,4.1477189172386E-05,6.46898218281643E-05,8.11964996122951E-05
